Date,stock_00,stock_01,stock_02,stock_03,stock_04,stock_05,stock_06,stock_07,stock_08,stock_09,stock_10,stock_11,stock_12,stock_13,stock_14,stock_15,stock_16,stock_17,stock_18,stock_19,stock_20,stock_21,stock_22,stock_23,stock_24,stock_25,stock_26,stock_27,stock_28,stock_29,stock_30,stock_31,stock_32,stock_33,stock_34,stock_35,stock_36,stock_37,stock_38,stock_39,stock_40,stock_41,stock_42,stock_43,stock_44,stock_45,stock_46,stock_47,stock_48,stock_49
2023-01-16,938.1984482349412,721.730579285939,377.7433888868403,1010.2934091497777,879.944669503644,776.008011270221,469.2351323152662,356.53201574417085,192.2238186055473,922.5540835427556,434.69687646259143,272.01494998488283,353.9387108267758,558.7484222865896,268.92240469626614,799.0942503313836,804.444751934172,765.3547503310938,503.89937621995523,700.2972754064067,651.661462552034,716.0438298105161,162.13615106547584,478.6939193335815,141.5023819285687,532.7399558419629,423.94061108284507,232.9563330787801,216.83107398342517,668.2810367367048,244.8566587776808,970.3866833340117,621.692340531436,422.883126145195,623.0702024558627,117.19058304484433,885.7683137411425,535.4213237304061,763.1300210763094,169.09735910112923,516.4895259676407,580.9575433809886,832.6164576281827,625.629905241284,554.2683786434542,330.75414504717,402.8812638496369,544.9156617921274,496.4331079225957,116.36435220642386
2023-01-17,940.7123371887661,720.1862770192241,396.6871321677157,1006.7529035418702,915.6592961862737,754.6966762278137,474.5150727406132,359.1334028353942,190.57693173195017,924.41432554108,447.0888621667882,270.66920991806046,342.01421245981226,558.8423433269315,263.61093686860886,793.5045529921513,803.399960666093,747.1936375545667,498.6329878605718,706.5370423023093,648.1952695850888,686.3172352897243,165.8395615572492,480.75144523096264,140.83983394994095,523.4198136833593,428.9745834968796,234.73961511425813,227.55196614365994,675.9143594850576,247.19454987116325,968.6877522471029,635.3896694642531,425.7806739291879,628.7230210622683,116.67154206011035,876.0904290749601,530.9996683922432,769.4581796219368,174.05711890419707,514.2764495139799,575.490504199972,837.7358275366015,623.2578668983183,562.1341083090051,314.851751366399,397.867141988543,541.3901062772843,486.20914730366405,112.9368814471017
2023-01-18,931.7596381295543,719.5283030801671,408.6586669900724,1001.5867608669566,892.9026659741418,754.1988375870011,483.83016787249505,352.21440375197614,188.86710328043156,929.5269032997206,444.82435404611425,274.1254582529043,342.0841698936686,569.3128473986452,257.6413372576334,793.2407615466087,800.247174018719,734.4673130999249,493.60385745846554,715.3491782992302,646.04525717142,674.8788617490931,165.5229770146975,487.8818582874569,138.4844308373355,513.0260924820958,423.7368581101033,242.65737640110902,228.8196735781719,689.8452410631867,240.92330154342156,951.8756939135437,642.9965879106283,426.1526244243606,631.3697826647496,116.48734575770014,881.8006743261594,532.6683971167447,775.7340236784456,176.83349760081242,506.0812211827538,545.8315049154734,853.1157545638678,635.2092550937693,554.6947703606272,302.3309072694465,398.56308847677786,545.7852068104243,494.7310360103877,114.67759624364344
2023-01-19,928.5954148211451,715.6520577548953,409.04787360717944,995.2028292431061,871.0416351116402,796.0687332102592,499.85676891913477,360.8122352331489,187.15372558694548,937.2164824329284,451.47964004473675,276.5939602847922,351.14959259849763,578.997023632728,261.9711548770849,803.4663073338055,806.1206212456659,716.2592937126279,494.3535879065667,708.8726020469643,636.9385305618682,694.0864479508016,173.8068799104828,496.5158859873582,138.87760871791536,522.3789777228131,423.9577244944311,243.6928952906529,223.74506269462756,697.3033477956072,241.39640770657334,932.5268556381201,642.0469909933487,425.9068998299526,639.4920270137953,117.38658792629899,881.7674372809355,535.2121166549149,776.138456143851,176.25315774281785,500.73730908980014,544.2356233316807,842.5456901333861,622.773683326091,559.1307182466488,305.17155961496235,387.8204328517963,545.3062460217006,499.67294505121146,118.39181366797395
2023-01-20,940.220975746195,716.1119851771817,400.37658632591683,971.1389067168684,877.9823163132025,804.6082498055208,511.8421984375674,369.34500861251774,186.89797576524217,926.9233114664846,448.179788423334,277.9444695924677,349.86451574869113,570.8546503039296,263.4967067346155,795.2393713957622,796.1527134870723,719.2308521995741,493.40611103321004,712.2499560631318,639.4812903657704,681.1931371853913,171.62777836801837,505.7869843454275,137.74689676193188,507.7729628311433,413.4297222171864,243.75804818116842,223.84304603235856,695.4558160857192,248.38604658322438,893.1008096249723,648.8304991724596,433.06477209940095,634.8282705501598,117.00847372466859,865.3754902372752,526.853287464041,773.5674692297114,181.17957906775587,510.33386706656006,540.2573470306542,871.7178556940668,623.1940077523069,573.4179874071971,304.7457933481714,388.6906448019456,547.0952151401743,514.984806694198,121.45267488157076
2023-01-23,933.4703543818417,720.9072913071767,396.86824253499105,960.7211597002627,897.0730897258752,805.9181715703371,514.7553580667039,369.7030987161523,187.50398108825604,930.9068419432734,428.5548821081169,281.5912641946774,343.04381420547884,550.5205377015034,263.1982827572843,796.522866480844,785.2595669085215,727.4715710210976,489.1951420518751,707.6265548036546,635.6172286850867,680.7731580028284,173.09570126153906,500.0924140862916,138.64226875198818,508.19248309585527,402.99696720885606,232.93740627417952,223.74426341877617,691.7480546125427,247.93636474008406,893.5883632803185,652.697425847374,437.5123454293314,630.2707459693864,115.84261100973703,842.2338366104126,529.7504278448032,783.6616962695416,179.80601937220786,497.7321101548874,519.0953692576742,859.60538783446,617.7592861076345,570.6639864939591,305.2121322225047,386.91256550502,552.0929743648032,512.1283503256959,118.24060263971413
2023-01-24,939.3144515174496,714.0422567457474,401.1915403001999,963.4809625910652,893.5760685161813,840.5464007204107,509.42184564464924,386.01855378189305,187.07641807117867,920.4055391321783,429.2698221079801,276.3933422706176,337.95084348462854,556.4825823278294,266.5234186365533,786.4822868190399,801.5213272466907,739.1674512612475,494.6501302955331,714.5167682315325,646.3514489930493,659.9583286376786,171.70349072128914,495.31217513247356,138.88909212881336,504.3099565281894,402.2239929902704,243.13505585376095,222.93082728063004,699.5328491902413,246.75392039721925,895.6108973805343,652.7339943572083,439.69278292548375,635.6113314464725,117.4926799423833,848.377431305501,535.5436945528577,774.4196924546346,179.60650724689395,502.6787855843175,530.2828079294533,863.3375138000955,626.5958622091952,575.0641505040406,313.65837112128537,388.72823982011744,550.5160111796822,514.0887917650167,108.06788267208348
2023-01-25,944.1671343603872,697.6186406164833,383.7767483503769,974.0585235053793,903.5824430550173,816.2175998376232,503.3346974932399,397.35921613600726,186.1763510531309,939.9260466449282,429.2717065093678,278.7074528289404,349.53341783395007,558.6952873412588,260.67802110592174,784.6679278799967,801.2311162017412,725.0697917870559,494.21294755610626,705.7725531024718,653.897292298668,660.4406981145613,170.48882613022383,495.1501794547341,139.24869959697688,508.4832399023919,396.89501491229356,237.28970064051074,227.9518972639641,692.343043635193,238.9657392692195,903.1196259348729,660.8241131437723,432.7907563399243,636.8883271515041,118.23886253508492,855.9229847882094,541.8125731491252,763.279637737713,180.83517628468073,501.3181743749429,524.5664486222365,877.1665437331234,641.5785450479566,590.0920506478352,323.15804961452096,388.1569319377726,552.2621407234664,518.1232539920321,108.41748896433005
2023-01-26,946.3361937265046,701.628933677202,383.4329647567583,958.3032430382689,894.2940294180381,830.4470828581727,503.7136757474972,400.43036574991066,187.39283365730853,937.0560581134566,436.8717449099722,280.89190116857895,340.94408029799587,580.0470619055217,257.8278103488528,758.7405921790001,784.6241835121926,714.6613094393479,494.85347481619266,702.8079020031382,651.8361061301407,667.3713184712595,172.23892881745928,497.5433670571696,139.81187832660936,512.6863933924818,385.73653547453563,235.21643184563086,218.02473566938383,693.2785764992449,239.0766104881623,919.7998263565536,682.1324492799265,433.82698006126225,634.9753233421453,118.73473950491389,844.654519454969,541.9623663575259,771.1685090113918,179.03534275477344,505.610067254946,533.4677177959888,863.1329469545075,651.6618471049188,596.3616758237192,324.1076324174759,383.70671220829956,548.3306989639049,515.9108512264218,110.17698518393503
2023-01-27,936.9000410102442,703.8969905034861,371.4346417762278,954.2870490340231,896.3369136341316,885.6203034723194,491.8157713498958,413.05823192787244,187.65593666642536,940.9639055778069,438.0912569855421,283.43256788409013,340.0342443594443,602.3957712130865,255.26057683349933,776.2681120064337,774.6645595719543,713.9125918712734,491.5691401858508,708.7383110977379,663.4784651371257,666.6194250350266,171.429458973706,491.3018107571826,139.68208706535572,501.85925633915843,381.0789791729557,236.3504416935426,223.90910008684227,746.2254630581988,236.00207025251154,942.846637222781,686.5326311986181,433.25115390253507,637.1396955872872,118.80107832394052,846.6728666715921,538.1694366425329,760.1237403802302,173.977092033947,509.15132022263754,530.3167280605852,854.6848205487627,651.8210431293203,603.5055748949832,325.62604933348564,379.92942780742106,554.1734332444929,523.8912262802688,111.80091182797806
2023-01-30,948.0686524366214,709.8659500927909,382.8154210372232,968.3806381902807,909.0136214550752,898.3899738333346,482.60650833245455,419.3581275383016,185.16081121454442,934.4808083348929,451.5303589180078,288.0588090129942,350.7540804259906,598.5940688779536,248.8292675846741,772.4302563083427,776.5604616070972,714.5520790266387,495.987389487278,704.694415599502,666.7421780478429,655.8754920794191,173.72183521202842,491.7961079131626,138.98925255084686,500.2681866750854,380.25418820238053,234.79349734957037,232.0771909274103,744.6199904185642,234.81363574156615,911.6185474711381,670.1985831468322,432.16802937220365,634.4167667047234,120.21929594671283,842.9900114723691,550.9182775677209,760.6579090204491,174.19597714383332,508.8750293490795,530.7222113712183,881.3927440105971,628.2867707107849,587.4558789703987,321.94311209414974,380.09849100419126,557.5292329515007,526.566412590937,110.44475634041126
2023-01-31,959.8640854943246,714.9030917751787,384.91200930534484,990.6100253146047,914.6713648636083,886.1097311951521,489.001678822841,420.60232815472705,185.15052532929545,947.574479951896,426.65442519965063,280.99282697180416,342.4704532865007,593.4247091125607,247.46273724505636,749.1454396411438,761.3940238366987,705.8712555084891,505.154911955287,727.3953659085167,664.057857881554,652.0323763813773,168.3873801198749,480.9502876000454,138.9815412388871,493.6198820788341,379.9477440389637,226.226129826888,228.465262251607,747.8159774020851,236.93827996632848,918.8610845672582,646.8182976587323,436.1801476434695,631.2092498752465,120.87635391231184,842.5022475190301,537.6451526183661,758.2172777204687,175.50159484270563,512.2299503939558,529.2975091931477,905.9583456467558,638.5023704181637,585.8685319777336,327.56504795026245,391.68703089566816,567.0007056462833,520.9723013728413,107.31317112586812
2023-02-01,976.9523950949927,710.2906436696828,372.0811972448016,980.0637416186527,923.6392473426713,884.4807066792044,483.68994313922553,415.07494935556764,183.8469991160336,940.312177875018,449.8093307660663,282.7769944434949,348.9351417624938,586.409980375861,246.48064562492164,738.3345853552461,721.5822370621822,692.2804156382357,499.1862847197055,699.9926798060691,655.3450281428837,666.6305548931272,168.30788744933287,489.0520366851171,139.54489059349072,498.81046365905416,375.4216884552832,228.87429402174635,231.83175425146328,736.9685032850062,240.14940921935354,928.4420155092282,637.2908776235569,431.17741231091975,626.3633219228002,120.96937350231889,849.0094603704548,530.2158337317226,758.4740144197452,177.504880072493,515.6343026872166,549.6210805479645,927.0558392879443,628.48592585286,600.2539511539926,323.94779045809713,398.13536091597,567.4228693867059,519.3518386945559,101.50207867059666
2023-02-02,975.8464324017185,703.418402687599,381.8540552964978,1015.4501439385831,905.7690387245608,892.1754548740225,477.79683121447414,410.0068183140427,185.23813795162292,940.3412840203735,468.31015703524525,280.56912950446514,356.34498043772334,588.2357661674421,250.93465193958556,731.6155039037242,721.1158531358797,691.0220577526907,496.70162271911164,708.4330056522622,660.8718319322039,673.3339276551767,175.7901079009535,498.2540464926633,139.2576882544301,501.2993844189624,372.3611697597932,228.9052147679849,228.97777425893045,769.0544695818342,242.3083122870237,926.0335216955488,657.945935118175,421.5652137945411,618.0197542704502,121.80050479428765,849.9977959488914,532.7636951578704,748.16686869382,177.5249619304164,526.4020945110454,560.9074702568128,930.3966788971045,624.1817505637847,597.4857662839505,309.2122278586477,399.808153413104,571.6140518977129,512.1807295865488,99.4257423971688
2023-02-03,963.9079080391436,699.3013539432292,382.63770388065393,968.2999890265964,918.9312493351565,910.5613073773233,475.9911873558033,389.81663814717183,183.421490618585,951.4169344173604,439.17257625276824,279.0607115237958,347.97984676522225,600.8362465932661,247.2280835247834,737.559445604049,729.7438417150458,708.8153210112525,496.4483866795498,713.4352109577909,649.99273401005,686.8738578642763,172.24354750556276,495.33775184773145,139.35236952354867,490.9092843304921,373.66280469405297,233.95692306901097,230.3018767882271,738.1736520654017,241.75604526175914,938.4144710057026,625.5724224435289,416.9403335361734,622.0210303631894,122.08613483436046,858.347831788536,550.9997184577965,751.8559348254563,179.8484009489023,541.2614277049872,558.4312817623113,918.0348064953753,628.5104655214519,601.6596827604405,305.8265422340101,393.58225041016993,583.055270505372,514.0984757495994,97.1813412503023
2023-02-06,974.7602862729835,699.0792324188855,380.36603903581477,981.4273155478804,890.4804658726576,919.6921436592588,492.8819196118635,393.85168759214406,182.73241665091595,947.3602289826789,435.04320636846734,278.03265462890755,345.45711624834394,615.463025164412,237.89804193767176,750.4799405673064,724.3796902012966,712.4069768583769,492.9614915772436,730.4136286815167,660.0589133806257,698.0074737496218,165.26624433297977,500.855657575212,139.91056190149484,480.4617722168339,373.67147201217745,235.8301306886595,232.87644385726728,741.8951987871203,243.5224846752067,962.5374100802427,646.4092142244739,404.6735421196222,620.9326978978362,121.91743533642544,822.0184678099947,552.0977575396333,761.6969264266357,176.28540254970852,543.304509729182,546.7368029546254,907.841036810227,643.519683258412,597.6546632691533,309.18622158653017,382.47521884836004,592.4653515707836,517.3448434932111,96.5957918043129
2023-02-07,981.9384223466222,692.9872735943792,392.55788558342,974.6163342002346,885.801068498808,908.7673219581185,488.13726091241057,399.80872251870346,183.17970641526398,953.4155451525198,434.975908303292,280.89671940409244,342.6636565543478,651.983193338336,229.76512085272245,769.8201812445504,745.1394854798908,703.8375115800804,501.26320233543703,743.4977920779309,668.1305806789992,698.4412784060718,164.39654669228693,500.0619934499518,140.45535947169043,489.5522952745961,374.73402523645626,230.8497147500008,236.76832130224193,760.2265891894652,247.36432919038916,975.4623935860775,641.6632778720107,400.8474591660889,617.5048197686899,120.22425433153556,826.5416063625602,551.438139398609,758.2795819554074,166.78796707953555,536.6697248824846,561.9246664043259,897.8752057944199,647.2904615933296,586.7201553430357,319.4270905955791,381.71124596536015,594.0276698272545,528.9970396268499,101.12648592495498
2023-02-08,979.3268505887849,690.5958413660117,389.4871603008808,986.6373621288535,883.2450044837694,900.223606679606,501.4500882708433,399.1393436347164,187.35129462210085,954.5779286703388,453.3455109004967,282.9876358766883,349.67892785976386,640.4068661972935,225.47151693882137,776.9511043237964,760.5882132789446,704.0872181601347,497.18138040270736,726.5865073171996,657.5776946853439,678.358987471883,165.02364814051774,507.4604074994917,140.56049876509644,474.94902560666395,373.8892434338499,229.89542330767821,247.03103901049045,732.2093028080754,245.28780099174014,1004.3882749307369,649.3829903329572,403.33216418495465,618.2571068741315,120.56799968914206,842.1721666604043,543.6528043871302,765.2591912006477,162.59991903476947,538.6516091230561,564.7051132208137,888.7719840813868,647.127571839597,582.1671450307607,312.13348084635373,379.7199237013929,588.5718676705364,530.9578297880537,97.59062176649476
2023-02-09,988.0656362698735,685.5922614481487,384.01724948827757,973.0238640208145,911.543114371314,908.72343826594,499.90648922769634,403.5417197559553,183.50097145340774,954.5671837978238,474.81677994898683,283.93110484057115,350.3369183244238,649.8487567937864,230.0572866217606,746.0885697122911,735.2078532989136,706.0106613924434,495.13107417182323,743.6641852289266,655.6711205045017,657.0319014067101,159.4287770570147,491.20250389674413,140.42474029784606,473.74413229793885,371.8541225550695,235.57128932042718,253.07739924798489,729.2658927197037,233.6496088164443,1015.7189765437134,659.0550245662453,404.75100026789966,622.7087866035217,119.37397661243466,884.3767589325163,534.5377607092797,771.2726048697779,157.5768411204551,533.7865144566956,585.891912265418,885.2627300874572,655.899411985785,584.5904179325214,311.61740062056225,387.8739005833051,587.4854039391574,522.6314548526003,95.18118944972485
2023-02-10,995.0669761123329,687.6211542113602,368.85221453864966,957.3944357559802,898.5486371729573,900.8765163834589,488.11073663045875,398.61534565669103,182.17993728705466,961.7261336355625,483.81478917908345,283.4415543043886,347.69542583614566,652.581186069771,225.94544024435132,728.8989601760105,721.509835767727,699.637452826899,491.52651662564375,746.1472613191485,661.816056545229,640.054667902197,159.6620210244952,490.3611859816778,140.9178645272201,473.6536713492334,364.6533905764402,228.7442706416704,253.18053747384866,749.3835242440426,222.15638087741928,1022.5744277477696,680.3425704028004,404.20621515948943,625.3365194021276,118.66033470123395,881.5136096005552,519.3761881496172,752.8080802128003,160.5021683953768,528.6719634085044,579.9529841387255,864.5287276382309,641.428426464098,583.6821771318109,306.82166815473437,390.22679561641,589.8495111593098,524.5591756124118,95.83211978407056
2023-02-13,1013.8486114949302,683.1434672946649,368.5636662722186,983.2179064512815,925.9853536766933,868.9291555087001,485.7343536668949,410.2209604039351,183.07876786850662,963.8235252111887,481.4071689325777,281.73192590265876,349.9297227063813,648.7829350321167,225.76921706052985,729.9958226112606,711.8619679600077,704.7073900329086,502.23240059902076,723.9365965922141,664.8534595595411,632.1304597689417,162.36974174807443,491.1146711025548,141.87525253709498,481.1592336974857,365.7459386993802,234.6782759797268,241.34801536164056,781.4068450561414,224.2122229348415,1042.017614321286,658.3820116660949,400.79794617611316,626.2332577074975,118.6463390369322,887.3662698482084,529.738497445782,739.2086737294602,163.57790420814615,528.9053265598922,577.5307255624249,843.0272719480478,646.6500204259256,564.9115614539995,311.4759290388958,381.4372573429133,590.2157260513279,524.3501629195869,99.26980760776655
2023-02-14,1012.619478509398,680.3406121108538,363.95479874869164,1013.0063920275512,937.6799813701947,860.9749333024494,484.02541585838236,397.44043967225605,183.76602619724088,948.7342480526137,489.8797696412562,282.65207745333674,367.69360948990743,631.1722888531373,225.2911675771294,757.0000171978504,729.632185504808,697.7477062598616,503.49500097745675,724.3448576750217,667.5760517839527,624.941880177215,162.09068695923185,482.10333300542624,142.1453854912953,484.05868251796386,364.73822801551125,226.03799547702585,246.20170669867957,789.1870693570594,220.6190138274291,1038.239469718032,632.3518116584447,396.6065126208957,624.1916037577646,119.90511986275288,873.293012860261,536.0185682084707,735.1427409029927,164.4381425431815,528.3365251370103,590.0772733544268,835.6737176107493,630.7506798480382,554.6434454064129,308.03018555118007,374.2453137828128,592.3774596774267,522.4593619415361,106.68538234591085
2023-02-15,993.6730711484466,681.5054385194701,353.61587601142884,1002.05517455745,940.5409111674583,811.1803060136333,486.4173617634743,413.6347133321672,182.93684532961683,951.3671695713564,501.66226675984154,282.0717297945133,363.5078056620513,595.8523335270958,228.57218793584744,755.2010524012977,714.9808710469617,698.8369529278839,501.8843599064313,718.1317806930035,672.8596692899426,611.3115336909096,167.00736346188563,474.4150610010428,141.5360819758439,496.6750217128235,370.54600402619906,226.454556911723,241.4915056038759,778.699966226768,221.11789981633078,1039.932334141725,630.7466615869868,396.58151533308757,623.5409218775684,118.43607266694596,862.0367564138367,545.0493772329402,724.8375621740028,163.9399215804379,524.1514648696385,592.0448822931138,830.5111610901594,645.8133956017541,559.042944358861,299.39804606335235,378.22158509257343,588.5837111422783,520.0387316644319,107.66199704317559
